name,distance,difficulty_id,city,state

('Burnham Greenway: Black','2.6',3,'Burnham','IL'),
('Oz Park Loop Trail','0.5',1,'Chicago','IL'),
('Oz Park Garden Path','0.2',1,'Chicago','IL'),
('North Pond Loop','0.8',1,'Chicago','IL'),
('Diversey Harbor Loop Path','1.3',1,'Chicago','IL'),
('Ball Field - Boathouse Connector Path','0.6',1,'Chicago','IL'),
('Robert McClory Path','22.2',1,'Highwood','IL'),
('Chain O' Lakes Path','8.9',1,'Fox Lake','IL'),
('Great Western Trail (Eastern portion)','12.0',1,'Villa Park','IL'),
('Pond View Trail','0.5',1,'Crystal Lake','IL'),
('Dunes Kankakee Trail','1.8',2,'Chesterton','IN'),
('Trail 7','0.6',4,'Chesterton','IN'),
('Darkside Access Loop','3.2',3,'Burns Harbor','IN'),
('Beginner Loop','1.4',2,'Portage','IN'),
('Iron Horse Heritage Trail','2.8',1,'Burns Harbor','IN'),
('Nickel Plate Trail: Peru to Rochester','22.1',3,'Peru','IN'),
('Blue Trail','5.1',1,'Bourbon','IN'),
('Outer Loop Trail','0.6',2,'Osceola','IN'),
('Pond Loop Trail','0.6',1,'Osceola','IN'),
('Trail 4','5.2',3,'Albion','IN'),
('Ledges Canyon Trail','0.2',2,'Boone','IA'),
('Ledges Canyon Trail: Alternate Route','0.1',2,'Boone','IA'),
('Coal Miner's Daughter Trail','1.7',3,'Indianola','IA'),
('Comer Pocket Trail','0.7',4,'Indianola','IA'),
('Riverside Trail','0.9',3,'Indianola','IA'),
('Extra Credit Trail','0.5',4,'Indianola','IA'),
('Omaha Riverfront Trail - North','15.3',1,'Carter Lake','IA'),
('Lake Manawa State Park Trail','6.9',1,'Council Bluffs','IA'),
('White-tail Trail','5.8',1,'Villisca','IA'),
('High Trestle Bridge Access','0.4',2,'Madrid','IA'),
('Scott Lake Loop Trail','7.2',3,'Scott City','KS'),
('Golden Belt Loop','5.9',5,'Russell','KS'),
('Hell Creek Loop','6.0',3,'Russell','KS'),
('EZ Loop','5.6',1,'Russell','KS'),
('Marina Loop','6.7',3,'Russell','KS'),
('Landon Nature Trail','12.5',1,'Topeka','KS'),
('Shunga Trail','9.1',1,'Topeka','KS'),
('Cedar Trail','0.6',1,'Russell','KS'),
('PrairyArt Path','0.8',3,'Cottonwood Falls','KS'),
('JC River Walk Trail','5.0',1,'Junction City','KS'),
('Blue Hole Loop','0.4',1,'Bowling Green','KY'),
('Lost River Cave Greenway Trail','1.1',2,'Bowling Green','KY'),
('Clyde F. Boyles Greenway Trail','4.4',1,'Paducah','KY'),
('King Benson Trail','0.2',3,'Henderson','KY'),
('Scenic View Trail','0.2',5,'Henderson','KY'),
('Back Country Trail','2.4',5,'Henderson','KY'),
('Wilderness Lake Trail','0.6',4,'Henderson','KY'),
('Warbler Road Trail','0.6',2,'Henderson','KY'),
('Eagle Glen Pet Trail','0.9',5,'Henderson','KY'),
('Nature Trail and Peck Education Trail','0.6',1,'Paducah','KY'),
('Bistineau Trail','10.0',3,'Sibley','LA'),
('Mississippi River Trail: New Orleans to Norco','24.9',1,'Jefferson','LA'),
('Mississippi River Trail','8.6',3,'Chalmette','LA'),
('Lakefront Trail','7.4',1,'Metairie','LA'),
('Dawson Creek Greenway','1.0',1,'Inniswold','LA'),
('Ward Creek Greenway','2.5',1,'Inniswold','LA'),
('Sandy Creek Primitive Trail','0.8',3,'Watson','LA'),
('Old Timber Trail','0.4',2,'Watson','LA'),
('Horseshoe Trail','1.7',2,'Watson','LA'),
('Piney Knob Trail','0.7',2,'Watson','LA'),
('Katahdin Loop Road','18.0',3,'Millinocket','ME'),
('Lunksoos Road','7.8',1,'Patten','ME'),
('Abol Pond Trail','1.9',3,'Millinocket','ME'),
('Abol Stream Trail','1.2',3,'Millinocket','ME'),
('Kettle Pond Trail','1.9',1,'Millinocket','ME'),
('Caverly Pond Trail','0.1',1,'Millinocket','ME'),
('Rum Pond Trail','2.0',3,'Millinocket','ME'),
('Cranberry Pond Trail','1.4',1,'Millinocket','ME'),
('Dwelley Pond Trail','5.5',1,'Patten','ME'),
('Burnt Mountain Trail','1.3',5,'Patten','ME'),
('Catoctin National Scenic Trail','26.3',4,'Braddock Heights','MD'),
('Old Misery Trail','1.0',3,'Thurmont','MD'),
('Lower Falls Trail','0.6',2,'Thurmont','MD'),
('Cliff Trail','0.6',3,'Thurmont','MD'),
('Catoctin Furnace Trail','0.4',2,'Thurmont','MD'),
('Hog Rock Vista Trail','0.9',4,'Thurmont','MD'),
('Boardwalk Trail','0.1',3,'Thurmont','MD'),
('Canyon Overlook','0.3',2,'Cumberland','MD'),
('Evitt's Mountain Trail','3.1',5,'Cumberland','MD'),
('Lostland Run Trail','4.1',3,'Mountain Lake Park','MD'),
('Woodland Loop 2','0.4',5,'Conway','MA'),
('Woodland Loop 3','0.6',5,'Conway','MA'),
('NET Alternate','1.5',3,'Shutesbury','MA'),
('New England Trail/Metacomet-Monadnock Trail: MA Section 16','7.3',3,'Erving','MA'),
('Dinosaur Footprints Trail','0.1',2,'Holyoke','MA'),
('Lolapalooza Loop Trail','0.7',2,'Holyoke','MA'),
('Trolley Trail','2.0',2,'North Chicopee','MA'),
('Ogre Hollow Trail','0.3',1,'North Chicopee','MA'),
('Westfield Road Connector','0.2',1,'North Chicopee','MA'),
('Manhan Rail Trail','5.2',1,'Easthampton','MA'),
('Hungarian Falls Trail','0.8',2,'Lake Linden','MI'),
('Daisy Farm Trail','1.7',3,'Isle Royale','MI'),
('NCT: MI Segment 2 - Central UP','182.3',3,'L'Anse','MI'),
('Harlow Farms Connector Trail','2.3',3,'Trowbridge Park','MI'),
('Harlow Lake Trails','1.8',1,'Trowbridge Park','MI'),
('Harlow Lake Trails','1.0',3,'Trowbridge Park','MI'),
('NCT: Spur','9.0',1,'Negaunee','MI'),
('Tyoga Historical Pathway','1.3',3,'Harvey','MI'),
('Iron Ore Heritage Trail: Eagle Mills - Marquette Section','8.2',1,'Negaunee','MI'),
('Canyon Gorge Trail','0.4',2,'L'Anse','MI'),
('NCT: MN Segment 1 - Northwest Minnesota','85.4',3,'Fergus Falls','MN'),
('Chippewa "C" Gia Snomobile Tra Trail','20.8',1,'Walker','MN'),
('Star Island Hiking Trail','1.7',1,'Bemidji','MN'),
('Star Island Hiking Trail B','1.8',1,'Bemidji','MN'),
('Star Island Hiking Trail F','0.4',1,'Bemidji','MN'),
('Migizi Bike Trail','4.7',1,'Walker','MN'),
('Meadow Lake Hwt K Trail','0.6',1,'Bemidji','MN'),
('Meadow Lake Hwt J Trail','0.5',1,'Bemidji','MN'),
('Meadow Lake Hwt D Trail','0.4',1,'Bemidji','MN'),
('Elmwood Island Hiking Trail','0.5',1,'Redby','MN'),
('Tuxachanie Trail','13.5',2,'Saucier','MS'),
('Nester Trail','4.8',1,'Pontotoc','MS'),
('Family Loop','0.3',3,'Meridian','MS'),
('Gateway','0.9',3,'Meridian','MS'),
('Zipper','0.8',5,'Meridian','MS'),
('Hamburger Hill','0.2',5,'Meridian','MS'),
('The Bowl','0.9',3,'Meridian','MS'),
('Badlands Trail','5.1',3,'Latimer','MS'),
('Boat Ramp','4.1',3,'Pontotoc','MS'),
('Black Creek National Hiking Trail #205','38.9',3,'Purvis','MS'),
('Krug Loop','6.9',3,'Saint Joseph','MO'),
('Girl Scout Trail','3.9',3,'Saint Joseph','MO'),
('Battlefield Trail','0.3',1,'Lexington','MO'),
('Prairie Creek Greenway Loop','4.1',3,'Platte City','MO'),
('Shin-Ga-Wa-Sa Nature Trail','1.2',3,'Grandview','MO'),
('Deer Run Trail','0.9',1,'Maryville','MO'),
('Hidden Bridges','0.4',1,'Maryville','MO'),
('Finch Meadow','0.9',1,'Maryville','MO'),
('Old Kate Trail','0.8',2,'Parkville','MO'),
('White Tail Trail','1.4',4,'Parkville','MO'),
('Bonnet Top Trail #583','3.4',5,'Eureka','MT'),
('Douglas Hill Off-Highway Vehicle South Spur B Trail #254B','0.3',1,'Eureka','MT'),
('Gateway Trail #551','6.6',1,'Eureka','MT'),
('Barnum Creek Trail #24','5.7',5,'Kalispell','MT'),
('Ant Flat Trail #348','0.6',1,'Eureka','MT'),
('Slimmer Creek Trail #442','3.0',5,'Somers','MT'),
('Murphy Lake Trail #120','0.7',5,'Eureka','MT'),
('Swisher Lake Trail #470','1.4',3,'Eureka','MT'),
('McGregor Shoreline Trail #60','2.8',3,'Lakeside','MT'),
('Blossom Lakes','3.9',2,'Wallace','ID'),
('Riverfront Paved Trail','0.8',1,'Omaha','NE'),
('Hardwood Trail','7.1',5,'Falls City','NE'),
('Branched Oak area 7','4.2',3,'Seward','NE'),
('Jim MacAllister Nature Trail','1.5',3,'Valentine','NE'),
('South Overlook Trail','0.1',1,'Terrytown','NE'),
('North Overlook Trail','0.2',3,'Terrytown','NE'),
('Saddle Rock Trail','1.7',5,'Gering','NE'),
('Campground Loop','0.6',1,'Seward','NE'),
('Bisect Path','0.7',1,'Seward','NE'),
('Shore Trail','0.9',1,'Seward','NE'),
('Rim to Reno Trail - North Loop','4.9',3,'Mogul','NV'),
('Quail Valley Trail','1.3',3,'Reno','NV'),
('Cold Valley Trail','0.8',3,'Reno','NV'),
('Aspen Grove Trail','1.2',5,'Reno','NV'),
('Cold Canyon Spur','1.7',4,'Reno','NV'),
('Old Lookout Trail','0.6',6,'Reno','NV'),
('Mt. Houghton Peak Spur','0.6',3,'Incline Village','NV'),
('Granite Hills','5.0',5,'Cold Springs','NV'),
('Pinyon Trail','4.1',1,'Gardnerville Ranchos','NV'),
('Magic Trek Road NV001','1.6',3,'Gardnerville Ranchos','NV'),
('Goose Eye Trail','3.1',6,'Berlin','NH'),
('Carlo Col Trail','2.4',5,'Berlin','NH'),
('Bald Mountain Notch Trail','2.9',4,'Groveton','NH'),
('Pike Pond Trail','0.5',2,'Groveton','NH'),
('Bald Mountain Trail','0.5',5,'Stratford','NH'),
('Rowell Link','1.3',3,'Groveton','NH'),
('Old Summer Club Trail','2.0',3,'Groveton','NH'),
('Fourth Connecticut Lake Trail','0.7',5,'Cookshire-Eaton','QC'),
('Cross New Hampshire Adventure Trail','84.2',2,'Woodsville','NH'),
('Cross VT Trail: Village of Wells River (CT River) - Boltonvill…','4.0',1,'Woodsville','NH'),
('Red Trail','0.5',1,'Berkeley Heights','NJ'),
('Timberdoodle Trail','2.1',1,'Vernon Valley','NJ'),
('Blue Trail','2.0',1,'Berkeley Heights','NJ'),
('Green Trail','0.7',1,'Berkeley Heights','NJ'),
('Laurel Trail','0.7',1,'New Providence','NJ'),
('Orange Trail','1.6',1,'Berkeley Heights','NJ'),
('Ivory Trail','0.8',1,'Bernardsville','NJ'),
('Yellow Trail','0.4',1,'Tenafly','NJ'),
('Peninsula Trail','6.3',2,'Highlands','NJ'),
('Historic Post Trail','1.3',1,'Highlands','NJ'),
('La Luz Trail','7.7',5,'Sandia Heights','NM'),
('La Luz - Tramway Connector','2.6',3,'Sandia Heights','NM'),
('CDT: New Mexico Border to Blue Lake (CO Sec. 1)','30.6',3,'Chama','NM'),
('CDT: NM Hwy 36 & 117 Jnct AP (NM Sec. 18)','23.6',1,'Black Rock','NM'),
('CDT: NM Hwy 117 AP (NM Sec. 19)','56.8',1,'Milan','NM'),
('CDT: FR 239A TH (NM Sec. 23)','30.6',1,'Laguna','NM'),
('UNM North Course Trail','2.0',2,'Albuquerque','NM'),
('Paseo del Bosque Trail','19.4',1,'South Valley','NM'),
('Corrales Bosque Part 1','6.4',2,'Los Ranchos de Albuquerque','NM'),
('Ojito Wilderness Trail','2.9',3,'Jemez Pueblo','NM'),
('Old Thunder Run','3.4',3,'Salamanca','NY'),
('Ridge Run','4.8',1,'Salamanca','NY'),
('Leonard Run','2.9',1,'Salamanca','NY'),
('Christian Hollow','1.7',1,'Salamanca','NY'),
('Sweetwater','2.4',1,'Salamanca','NY'),
('Sweetwater','2.4',1,'Salamanca','NY'),
('Groveland Secondary Trailway','22.3',1,'Attica','NY'),
('Wildlife Access Road','0.6',1,'Gowanda','NY'),
('Chautauqua Lake Snowmobile Club Trail','0.6',1,'Mayville','NY'),
('Chautauqua Lake Snowmobile Club Trail','0.5',1,'Mayville','NY'),
('Ferguson Cabin Horse Trail','0.6',1,'Cove Creek','NC'),
('The Palmetto Trail: Blue Wall Passage','14.5',4,'Tryon','NC'),
('Betty Place Trail','0.9',5,'Marshall','NC'),
('Shutin Creek','2.1',3,'Marshall','NC'),
('Vaughn Creek Greenway','0.9',1,'Tryon','NC'),
('Happy Valley Greenway (South segment)','0.9',1,'Lenoir','NC'),
('Happy Valley Greenway (North Segment)','0.4',1,'Lenoir','NC'),
('Tuckasegee High Falls North Trail','2.1',3,'Cullowhee','NC'),
('Yellow Trail','0.5',2,'Burnsville','NC'),
('Red Trail','0.8',3,'Burnsville','NC'),
('Fisher Loop','0.7',1,'Grand Forks Air Force Base','ND'),
('Timber Loop','1.1',3,'Grand Forks Air Force Base','ND'),
('River View Trail','0.8',3,'Grand Forks Air Force Base','ND'),
('Eco Loop','1.0',1,'Grand Forks Air Force Base','ND'),
('Cattail Trail','0.6',2,'Grand Forks Air Force Base','ND'),
('Prairie Pass Trail','0.7',1,'Grand Forks Air Force Base','ND'),
('Coneflower Loop','0.6',1,'Grand Forks Air Force Base','ND'),
('Gooseberry Park Trail','3.5',2,'Fargo','ND'),
('Split Rock Trail','1.6',3,'Jamestown','ND'),
('North Country Trail: Valley City','4.9',3,'Valley City','ND'),
('Outer Loop','2.0',3,'Lyndhurst','OH'),
('West Loop','0.9',1,'Lyndhurst','OH'),
('North Fork Trail','1.4',3,'Montrose-Ghent','OH'),
('Sycamore Trail','1.1',1,'Miami Heights','OH'),
('Quarry Loop','1.6',2,'North Olmsted','OH'),
('Cahoon Creek Loop','0.7',2,'North Olmsted','OH'),
('Bunn's Lake Loop','0.5',2,'North Olmsted','OH'),
('Pin Oak Loop','0.6',2,'North Olmsted','OH'),
('Seven Ponds Trail','1.2',1,'Reminderville','OH'),
('Eagle Point Oberservation Deck','0.2',1,'Reminderville','OH'),
('Lake Hefner Loop','9.9',1,'The Village','OK'),
('Oklahoma River Trail - South','7.2',1,'Oklahoma City','OK'),
('Katy Trail','6.6',1,'Oklahoma City','OK'),
('Tinker/Draper Trail','4.8',1,'Del City','OK'),
('Will Rogers Trail','8.5',1,'Oklahoma City','OK'),
('Lake Overholser Trail','2.2',1,'Bethany','OK'),
('West River Trail','8.0',1,'Bethany','OK'),
('Oklahoma River Trail - North','1.9',1,'Oklahoma City','OK'),
('Oklahoma City Community Foundation Trail','4.5',1,'Oklahoma City','OK'),
('South Grand Boulevard Trail','10.6',1,'Oklahoma City','OK'),
('Pilot Butte Trail','0.9',3,'Bend','OR'),
('Broken Top Trail to No Name Lake','2.2',3,'Bend','OR'),
('Tam McArthur Rim Trail #4078','2.6',3,'Sisters','OR'),
('Park Meadow Trail #4075','5.1',3,'Sisters','OR'),
('Park Meadow Tie Trail #4102','2.5',2,'Sisters','OR'),
('Little Three Creek Trail #4076','1.4',2,'Sisters','OR'),
('Loppet Trail','3.5',1,'La Grande','OR'),
('Oregon Trail Nat'l Historic #1842','8.5',3,'La Grande','OR'),
('Evans OHV','2.3',5,'La Grande','OR'),
('Deep Creek stairway #218','0.3',2,'Joseph','OR'),
('Braddock Trail','1.5',1,'Edgewood','PA'),
('MST - Section 4','12.8',4,'Defiance','PA'),
('Three Rivers Heritage Trail','10.0',1,'McKees Rocks','PA'),
('Dimeling to Madera Trail','18.3',3,'Osceola Mills','PA'),
('Paul Trail','2.3',3,'Clymer','PA'),
('Loysburg Flag Lookout Trail','0.3',5,'Defiance','PA'),
('Gobbler's Knob','0.4',1,'Punxsutawney','PA'),
('Tom's Run Loop','3.0',4,'Emsworth','PA'),
('Building Mill Trail','0.5',2,'Ben Avon','PA'),
('Ann Boocock Coburn Trail','1.5',3,'Bell Acres','PA'),
('Perimeter Loop','1.1',1,'West Warwick','RI'),
('Jerimoth Hill Trail','0.1',1,'Foster','RI'),
('North South Trail: Segment 4 - Northern Coventry, Foster','11.1',3,'Coventry','RI'),
('North South Trail: Segment 5 - Northern Foster, Killingly, Glo…','13.9',3,'Foster','RI'),
('North South Trail: Segment 6 - Glocester, Burrillville','12.6',3,'Chepachet','RI'),
('Red Trail','1.6',1,'Hope Valley','RI'),
('Green Link','0.3',1,'Hope Valley','RI'),
('Ben Utter Trail','0.3',1,'West Greenwich','RI'),
('Tanner Cutoff','1.1',2,'West Greenwich','RI'),
('Laurel Loop/Yawgoog Trail (Blue Yellow)','0.6',1,'Hope Valley','RI'),
('The Palmetto Trail: Hub City Passage','11.1',1,'Spartanburg','SC'),
('Watergauge Trail #210','0.4',1,'Walhalla','SC'),
('Big Island Ford Trail #146C','0.4',1,'Mountain City','GA'),
('Hood Center Trail','0.8',1,'Rock Hill','SC'),
('Wetland Trail - River Park','0.4',3,'Fort Mill','SC'),
('Tech Park Lakeshore Trail','0.6',2,'Rock Hill','SC'),
('Manchester Meadows Park Trail','0.6',2,'Rock Hill','SC'),
('Cowpens Trail - Overmountain Victory National Historic Trail','1.6',3,'Mayo','SC'),
('River Trail - River Park','0.8',2,'Fort Mill','SC'),
('Waterford Trail - River Park','1.5',2,'Fort Mill','SC'),
('Rankin Ridge Trail','1.0',2,'Hot Springs','SD'),
('Sanctuary Trail','3.6',1,'Hot Springs','SD'),
('Centennial Trail','6.0',3,'Hot Springs','SD'),
('Highland Creek Trail','8.7',3,'Hot Springs','SD'),
('Lookout Point Trail','2.2',3,'Hot Springs','SD'),
('Wind Cave Canyon Trail','1.9',2,'Hot Springs','SD'),
('Victoria's Secret C-Cup','6.9',5,'Colonial Pine Hills','SD'),
('Victoria Lake Loop 15','15.0',5,'Colonial Pine Hills','SD'),
('Centennial Trail - Brush Creek TH to Dakota Point TH Access','6.8',3,'Colonial Pine Hills','SD'),
('Centennial Trail - Spring Creek TH to Dakota Point TH Access','1.9',3,'Colonial Pine Hills','SD'),
('Shelby Farms Greenline','11.3',1,'Memphis','TN'),
('Shelby Farms Greenline','7.5',2,'Memphis','TN'),
('V&E Greenline','1.7',1,'Memphis','TN'),
('Dry Ridge Trail','3.3',1,'Selmer','TN'),
('Dry Ridge Connector','0.5',1,'Selmer','TN'),
('Cypress Dismal Swamp Boardwalk','0.5',1,'Selmer','TN'),
('Turkey Call Trail','2.4',3,'Selmer','TN'),
('Big Hill Pond Trail','5.0',1,'Selmer','TN'),
('Dogwood Point Trail','3.3',3,'Selmer','TN'),
('Azaela Spring Day Loop','3.0',2,'Selmer','TN'),
('Three Hills Loop Trail','2.6',3,'Canutillo','TX'),
('Middle Hill East Segment','0.2',3,'Canutillo','TX'),
('South Hill Summit Segment','0.1',3,'Canutillo','TX'),
('Three Hills Southeast Detour','0.4',3,'Canutillo','TX'),
('Three Hills Loop 1','0.4',2,'Canutillo','TX'),
('Three Hills Loop 3','0.6',1,'Canutillo','TX'),
('Three Hills Interstate Spur','0.8',3,'Canutillo','TX'),
('Sitting Bull','0.9',3,'Westway','TX'),
('Fat Tire','0.9',3,'Westway','TX'),
('South Ridge','1.1',3,'Westway','TX'),
('BST: WSU to Beus Canyon Trail','1.7',4,'South Ogden','UT'),
('Waterfall Canyon Trail','1.2',4,'Ogden','UT'),
('Birdsong Trail','0.8',2,'Ogden','UT'),
('Gib's Loop','2.1',1,'Ogden','UT'),
('Pot Hollow Trail #2037','2.1',3,'Midway','UT'),
('BST: 12th Street to Jumpoff Canyon','3.8',3,'Ogden','UT'),
('Taylor Canyon Trail','1.5',2,'Ogden','UT'),
('Hidden Valley Trail','2.4',3,'Ogden','UT'),
('First Hamongog Trail #200','3.3',5,'Alpine','UT'),
('Geographical Center of Utah','0.2',4,'Ephraim','UT'),
('Sucker Brook Hollow Trail','1.1',3,'Williston','VT'),
('Cross VT Trail: Moretown (Lovers Lane) - Duxbury (River Rd)','6.0',1,'Waterbury','VT'),
('Cross VT Trail: Williston (Central School) - Williston (Rt 2A)','3.6',1,'Williston','VT'),
('Duck Brook Trail','5.2',4,'Williston','VT'),
('The Long Trail (Division 11)','25.9',5,'Johnson','VT'),
('Summit Tower Spur','0.1',3,'Hyde Park','VT'),
